하루가 또 가네요.	하루가 또 갔습니다.
바쁘거나 다른 사람이 생겼을지도 모르겠어요.	바쁘거나 다른 사람이 생겼을지도 모르겠습니다.
상대방을 헷갈리게 하는건 좋지 않아요. 본인의 솔직한 생각을 말해보세요.	상대방을 헷갈리게 하는건 좋지 않습니다. 본인의 솔직한 생각을 말해보시지 말입니다.
꽃을 마다할 사람은 없어요.	꽃을 마다할 사람은 없습니다.
아무래도 장답이나 설명이 좋겠죠.	아무래도 정답이나 설명이 좋습니다.
긴장감이 줄어서 그럴 수도 있을 거 같아요.	긴장감이 줄어서 그럴 수도 있을 거 같습니다.
평소 말투가 좋을 거 같아요.	평소 말투가 좋을 거 같습니다.
요즘 상영하는 영화나 맛집부터 시작해보는 것도 좋을 듯합니다.	요즘 상영하는 영화나 맛집부터 시작해보는 것도 좋을 듯합니다.
사람마다 다르겠지만 사귀고 난 후가 좋겠어요.	사람마다 다르겠지만 사귀고 난 후가 좋겠습니다.
가고 싶은 곳이 있는지 연락해 보세요.	가고 싶은 곳이 있는지 연락해 보시지 말입니다.
썸 탈 때는 특히 속상한 것 같아요. 내 맘 같지 않고 아직 내 사람이 아니니까요. 그래도 그 순간을 즐겨보는 건 어떨까요?	썸 탈 때는 특히 속상한 것 같습니다. 내 맘 같지 않고 아직 내 사람이 아니잖습니까. 그래도 그 순간을 즐겨보는 건 어떻겠습니까?
알아가는 단계니 디테일한 건 말 안해도 돼요.	알아가는 단계니 디테일한 건 말 안해도 됩니다.
사람마다 다르겠지만 사귀고 난 후가 좋겠어요.	사람마다 다르겠지만 사귀고 난 후가 좋겠습니다.
썸에 익숙해졌나봐요.	썸에 익숙해졌나봅니다.
아니에요. 서로 마음을 확인하며 잘해주면 돼요. 대화를 통해 꾸준히 감정을 나누세요.	아닙니다. 서로 마음을 확인하며 잘해주면 됩니다. 대화를 통해 꾸준히 감정을 나누시지 말입니다.
사귀기 전의 과정만 즐기나봐요.	사귀기 전의 과정만 즐기나봅니다.
조건 볼 수도 있죠.	조건 볼 수도 있습니다.
누가 내든 상관 없어요.	누가 내든 상관 없습니다.
썸 타는 기간이 길었나봐요. 지쳤나요?	썸 타는 기간이 길었나봅니다. 지쳤습니까?
소극적으로 표현했다면 친구해도 좋을 것 같습니다.	소극적으로 표현했다면 친구해도 좋을 것 같습니다.
사랑은 타이밍입니다.	사랑은 타이밍입니다.
적극적으로 표현해 봐야 알 수 있을 거예요.	적극적으로 표현해 봐야 알 수 있을 겁니다.
이제 선택할 상황이네요.	이제 선택할 상황입니다.
다시 연락해보세요.	다시 연락해보시지 말입니다.
그분 생각을 많이 했나 봐요. 곧 좋은 소식이 들리려고 하는 것 아닐까요?	그분 생각을 많이 했나 봅니다. 곧 좋은 소식이 들리려고 하는 것 아니겠습니까?
어느 것이든 자신이 좋아하고 어울리는 옷이 좋아요.	어느 것이든 자신이 좋아하고 어울리는 옷이 좋습니다.
어느 것이든 자신이 좋아하고 어울리는 옷이 좋아요.	어느 것이든 자신이 좋아하고 어울리는 옷이 좋습니다.
많이 만나면 만날 수록 좋죠.	많이 만나면 만날 수록 좋습니다.
지금 전화해보세요.	지금 전화해보시지 말입니다.
부담스럽지 않은 선이 좋겠어요.	부담스럽지 않은 선이 좋겠습니다.
좋아하는 사람이 준다면 좋아할 거예요.	좋아하는 사람이 준다면 좋아할 겁니다.
좋아하나봐요.	좋아하나봅니다.
큰 의미를 두지 않아도 돼요.	큰 의미를 두지 않아도 됩니다.
진심어린 손편지는 누구나 좋아하죠.	진심어린 손편지는 누구나 좋아합니다.
좋아요 정도는 괜찮아요.	좋습니다 정도는 괜찮습니다.
녹아내리겠네요.	녹아내리겠습니다.
상대에게 정확히 물어보는게 좋아요.	상대에게 정확히 물어보는게 좋습니다.
서로에게 부담 없는 선물이 좋아요.	서로에게 부담 없는 선물이 좋습니다.
좋아하는 사람이 준다면 좋아할 거예요.	좋아하는 사람이 준다면 좋아할 겁니다.
고칠 수 있는지 생각해보세요.	고칠 수 있는지 생각해보시지 말입니다.
연락해 보는게 어떨까요?	연락해 보는게 어떻겠습니까?
괘씸하니 약속잡고 취소 한번 하세요.	괘씸하니 약속잡고 취소 한번 하시지 말입니다.
따로 신경쓰이는 부분이 없다면 가능합니다.	따로 신경쓰이는 부분이 없다면 가능합니다.
썸 종료네요.	썸 종료입니다.
만남에 무슨 문제가 있었나요?	만남에 무슨 문제가 있었습니까?
부담된다면 조심스레 말해 보세요.	부담된다면 조심스레 말해 보시지 말입니다.
자연스러운 현상이에요.	자연스러운 현상입니다.
데리러 와주면 고맙다고 반응해봐요.	데리러 와주면 고맙다고 반응해보시지 말입니다.
좋으면 먼저 고백해보세요.	좋으면 먼저 고백해보시지 말입니다.
기억하냐고 물어보세요.	기억하냐고 물어보시지 말입니다.
어쩔 수 없는 상황인지 물어보세요.	어쩔 수 없는 상황인지 물어보시지 말입니다.
우리가 아직 사귀는 사이가 아닌데 별로 기분은 안 좋은 거 같다고 말해봐요.	우리가 아직 사귀는 사이가 아닌데 별로 기분은 안 좋은 거 같다고 말해보시지 말입니다.
연락이 중요한 시기인데요.	연락이 중요한 시기입니다.
당신과 긴 연애하면 되죠.	당신과 긴 연애하면 됩니다.
응원해주세요.	응원해주시지 말입니다.
맘고생 많았어요.	맘고생 많았습니다.
다정한 사람이네요.	다정한 사람이십니다.
보통 남자들은 아무 여자에게나 하트를 붙여서 말하지 않아요.	보통 남자들은 아무 여자에게나 하트를 붙여서 말하지 않습니다.
저처럼 연락이 늦는 사람을 이해해 주세요.	저처럼 연락이 늦는 사람을 이해해 주시지 말입니다.
고백을 안하고 사귀는 경우도 있지만 정확하게 물어보는게 좋아요. 먼저 얘기를 끄내보세요.	고백을 안하고 사귀는 경우도 있지만 정확하게 물어보는게 좋습니다. 먼저 얘기를 끄내보시지 말입니다.
사귀고 나서 해봐도 늦지 않아요.	사귀고 나서 해봐도 늦지 않습니다.
부러워요. 자연스러운 현상이에요.	부럽습니다. 자연스러운 현상입니다.
슬픈 촉이네요.	슬픈 촉입니다.
좋아하는 게 뭔지 알아보세요.	좋아하는 게 뭔지 알아보시지 말입니다.
어떤 음식을 좋아하는지 물어보고 맛집을 찾아봐요. 그래도 이왕이면 맛있고 분위기 좋은 곳이 좋겠죠?	어떤 음식을 좋아하는지 물어보고 맛집을 찾아보시지 말입니다. 그래도 이왕이면 맛있고 분위기 좋은 곳이 좋습니다?
벚꽃 놀이 가자고 연락해 보세요.	벚꽃 놀이 가자고 연락해 보시지 말입니다.
사귀고 나서 가도 늦지 않아요.	사귀고 나서 가도 늦지 않습니다.
최신 영화 추천해드립니다.	최신 영화 추천해드립니다.
따로 신경쓰이는 부분이 없다면 가능합니다.	따로 신경쓰이는 부분이 없다면 가능합니다.
부러워요. 좋은 관계를 유지하세요.	부럽습니다. 좋은 관계를 유지하시지 말입니다.
본인의 의사를 분명히 표현하는 것이 중요해요.	본인의 의사를 분명히 표현하는 것이 중요합니다.
애석하네요.	애석합니다.
카공 좋죠!	카공 좋습니다!
카공 좋죠!	카공 좋습니다!
그럼요. 연락해보세요.	그렇습니다. 연락해보시지 말입니다.
그냥 뭐하냐고 물어보세요.	그냥 뭐하냐고 물어보시지 말입니다.
표현하는 게 좋겠죠.	표현하는 게 좋습니다.
상대방을 헷갈리게 하는건 좋지 않아요.	상대방을 헷갈리게 하는건 좋지 않습니다.
상대방을 헷갈리게 하는건 좋지 않아요.	상대방을 헷갈리게 하는건 좋지 않습니다.
영화는 데이트의 기본이죠.	영화는 데이트의 기본입니다.
도서관 데이트나 서점 데이트 좋을 거 같아요.	도서관 데이트나 서점 데이트 좋을 거 같습니다.
기억에 남을 거 같아요.	기억에 남을 거 같습니다.
작은 선물은 서로에게 부담을 줄여줄 거예요.	작은 선물은 서로에게 부담을 줄여줄 겁니다.
그럴 수 있어요. 자연스럽게 대화를 먼저 이어나가는 건 어떨까요?	그럴 수 있습니다. 자연스럽게 대화를 먼저 이어나가는 건 어떻겠습니까?
그분 생각을 많이 했나 봐요. 곧 좋은 소식이 들리려고 하는 것 아닐까요?	그분 생각을 많이 했나 봅니다. 곧 좋은 소식이 들리려고 하는 것 아니겠습니까?
편한 옷차림도 괜찮지만 어느 정도 격식은 차리는 게 좋아요.	편한 옷차림도 괜찮지만 어느 정도 격식은 차리는 게 좋습니다.
그대의 얼굴이면 될 거 같아요.	그대의 얼굴이면 될 거 같습니다.
신경 쓰이겠네요.	신경 쓰이겠습니다.
고칠 수 있는지 생각해보세요.	고칠 수 있는지 생각해보시지 말입니다.
부담스럽지 않은 선이 좋겠어요.	부담스럽지 않은 선이 좋겠습니다.
썸 종료네요.	썸 종료입니다.
시간 약속이 생명인데요.	시간 약속이 생명입니다.
축하해주세요.	축하해주시지 말입니다.
제가 위로해 드릴게요.	제가 위로해 드리겠습니다.
고백을 안하고 사귀는 경우도 있지만 정확하게 관계를 정의 짓는게 좋아요.	고백을 안하고 사귀는 경우도 있지만 정확하게 관계를 정의 짓는게 좋습니다.
어떤 음식을 좋아하는지 물어보고 맛집을 찾아봐요. 그래도 이왕이면 맛있고 분위기 좋은 곳이 좋겠죠?	어떤 음식을 좋아하는지 물어보고 맛집을 찾아보시지 말입니다. 그래도 이왕이면 맛있고 분위기 좋은 곳이 좋습니다?
공통점 찾기가 좋겠죠.	공통점 찾기가 좋습니다.
깨끗이 잊든 용기내든 실행에 옮겨 보세요.	깨끗이 잊든 용기내든 실행에 옮겨 보시지 말입니다.
사귀고 나서 가도 돼요.	사귀고 나서 가도 됩니다.
마음을 표현하는 건 나쁘지 않아요.	마음을 표현하는 건 나쁘지 않습니다.
사람 마다 다르겠지요.	사람 마다 다릅니다.
그럴 수 있어요.	그럴 수 있습니다.
썸도 좋지요.	썸도 좋습니다.
연애에 대한 두려움을 가지고 있을 수도 있을 듯 합니다.	연애에 대한 두려움을 가지고 있을 수도 있을 듯 합니다.
서로 마음이 확실히 있는 거면 적극적으로 표현해도 될 것 같아요.	서로 마음이 확실히 있는 거면 적극적으로 표현해도 될 것 같습니다.
관계의 정도에 따라 다르겠지만 너무 길면 안좋지 않을까요?	관계의 정도에 따라 다르겠지만 너무 길면 안좋지 않을까 말입니다?
사귀자고 고백하고 좋아한다는 느낌이 들게 더 잘해줘봐요.	사귀자고 고백하고 좋아한다는 느낌이 들게 더 잘해줘보시지 말입니다.
행복하세요.	행복하시지 말입니다.
상대가 확신이 들도록 말해보세요.	상대가 확신이 들도록 말해보시지 말입니다.
썸 타다가 연인 되는 게 일반적이죠.	썸 타다가 연인 되는 게 일반적입니다.
용기내서 먼저 다가가 보세요.	용기내서 먼저 다가가 보시지 말입니다.
꼭 그렇진 않아요. 그렇지만 사귀기 전 마음을 확인하는게 필요하지 않을까요?	꼭 그렇진 않습니다. 그렇지만 사귀기 전 마음을 확인하는게 필요하지 않을까 말입니다?
연락도 하고 직접 만나보세요.	연락도 하고 직접 만나보시지 말입니다.
짧으면 짧을 수록 좋죠.	짧으면 짧을 수록 좋습니다.
연락도 하고 직접 만나는게 좋습니다.	연락도 하고 직접 만나는게 좋습니다.
사귀기 전에 마음을 확인하는 단계라서 그렇지 않을까요?	사귀기 전에 마음을 확인하는 단계라서 그렇지 않을까 말입니다?
시작하기 전 두근거림을 좋아하나 봅니다.	시작하기 전 두근거림을 좋아하나 봅니다.
연애에 대한 두려움을 가지고 있을 수도 있을 듯 합니다.	연애에 대한 두려움을 가지고 있을 수도 있을 듯 합니다.
오래 봤으면 더 잘 알 거 같습니다.	오래 봤으면 더 잘 알 거 같습니다.
최대한 빨리 사귀는 게 좋을 거 같아요.	최대한 빨리 사귀는 게 좋을 거 같습니다.
둘 중 누구든 고백하면 사귀게 되는 게 썸이죠.	둘 중 누구든 고백하면 사귀게 되는 게 썸입니다.
